X,Y,OBJECTID,SAP_EQUIPMENT,ITEM_DESCRIPTION,ITEM_TYPE,SAP_FUNCTIONAL_LOCATION,PARK_NUMBER,PARK_NAME,SUBURB,POWER_TYPE,NUMBER_OF_PLATES,LONG,LAT
507409.8562,6945420.557,540,100085404,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2556-N004,D1073,REGENCY PLACE PARK (NO.16),STRETTON,MAINS POWER,1,153.0750977,-27.61519909
504456.6341,6963904.121,541,100085933,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1186-N003,D3192,WATERFRONT PARK,NEWSTEAD,MAINS POWER,2,153.0450991,-27.44834418
496426.8696,6958731.849,542,100088356,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2463-N005,D0806,CARINYA STREET PARK,INDOOROOPILLY,WOOD FIRED,1,152.9638263,-27.49504197
492970.5529,6960607.465,543,100093514,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N037,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.9288461,-27.47809549
500607.7704,6955491.718,544,100101228,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0265-N002,D3398,KEN FLETCHER PARK,TENNYSON,MAINS POWER,2,153.0061546,-27.52429824
494282.1769,6958681.025,545,100105790,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2552-N003,D1078,CICADA PARK,CHAPEL HILL,WOOD FIRED,1,152.9421136,-27.49549348
500869.3679,6956159.492,546,200472065,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1511-N001,D0420,SIR JOHN CHANDLER PARK,INDOOROOPILLY,WOOD FIRED,1,153.0088032,-27.51826949
502563.3567,6976069.058,547,100107598,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2723-N002,D2178,KIMBERLY PARK,FITZGIBBON,MAINS POWER,1,153.0259144,-27.33852294
502657.2092,6975838.377,548,100107612,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2724-N002,D2189,KURINGGAI PARK,FITZGIBBON,MAINS POWER,2,153.0268637,-27.34060538
497050.3142,6961191.927,549,100264403,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N023,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.9701439,-27.47283396
503060.8678,6975245.209,550,100118391,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2295-N003,D1334,SILKYOAK CIRCUIT PARK,FITZGIBBON,MAINS POWER,1,153.0309461,-27.34595975
511364.2995,6951049.259,551,100125776,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2716-N003,D2096,WALLABY PARADE PARK,ROCHEDALE,MAINS POWER,2,153.1151222,-27.56435673
509850.6499,6952733.608,552,100125827,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0560-N004,D1777,BERKSHIRE CRESCENT PARK,WISHART,MAINS POWER,2,153.0997749,-27.54916251
498189.0814,6960448.801,553,100135931,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1373-N002,D0467,ANZAC PARK,MOUNT COOT-THA,MAINS POWER,2,152.9816692,-27.47954489
486560.4535,6949396.564,554,100267499,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0228-N010,D2833,MOGGILL DISTRICT SPORT PARK,MOGGILL,MAINS POWER,2,152.8638369,-27.57925797
494185.1865,6967912.377,555,100269339,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1531-N009,D0631,KEPERRA PICNIC GROUND PARK,FERNY GROVE,MAINS POWER,2,152.9411759,-27.41215237
501947.0932,6977765.597,556,100271009,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2088-N004,D1293,BARBOUR ROAD PARK,BRACKEN RIDGE,MAINS POWER,1,153.0196815,-27.32320731
507973.1849,6977448.867,557,100273115,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1864-N003,D0289,HUTCHISON PARK,SHORNCLIFFE,MAINS POWER,1,153.0805963,-27.32604495
503894.2336,6969636.417,558,100275142,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1999-N003,D0233,MAGGS STREET PARK,WAVELL HEIGHTS,MAINS POWER,2,153.0393895,-27.39659445
496718.6056,6949437.826,559,100278595,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1628-N014,D0564,C.J.GREENFIELD COMPLEX PARK,RICHLANDS,MAINS POWER,2,152.9667545,-27.57894824
499742.5079,6960503.948,560,100279685,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1367-N006,D0474,MOORLANDS PARK,AUCHENFLOWER,MAINS POWER,1,152.9973936,-27.4790482
496822.2093,6961163.846,561,100264443,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N031,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.967835,-27.47308696
501987.5258,6952531.995,562,200486504,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1414-N001,D0547,KOOKABURRA PARK,ROCKLEA,MAINS POWER,1,153.0201315,-27.55101701
498296.5146,6946350.149,563,100292153,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2183-N002,D1187,WALLAROO WAY COMMUNITY PARK,DOOLANDELLA,MAINS POWER,1,152.9827368,-27.60682616
489437.6304,6949858.369,564,100297937,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-2433-N002,D0833,JOHN SPRENT RESERVE,MOGGILL,BOTTLED GAS,2,152.8929911,-27.57511439
489946.9437,6951197.734,565,100311538,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0047-N012,D2040,NEWCOMB PARK,RIVERHILLS,MAINS POWER,1,152.8981622,-27.56302669
500107.2112,6967320.738,566,100405321,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1739-N010,D0159,GRINSTEAD PARK,ALDERLEY,MAINS POWER,2,153.0010846,-27.41750612
505305.5356,6963302.963,567,200510389,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0233-N006,D2672,BULIMBA RIVERSIDE PARK,BULIMBA,MAINS POWER,1,153.0536922,-27.45376839
497449.2447,6954899.982,568,200470448,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2018-N008,D0305,SHERWOOD ARBORETUM,SHERWOOD,WOOD FIRED,1,152.9741686,-27.52963812
503825.4015,6958588.533,569,100253017,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2602-N001,D1048,FAVERSHAM STREET PARK,WOOLLOONGABBA,MAINS POWER,1,153.0387281,-27.49633514
503583.2734,6963856.077,570,200484351,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0183-N001,D1984,JEAYS STREET PARK,BOWEN HILLS,MAINS POWER,1,153.0362612,-27.4487805
501467.7203,6967971.848,571,200488815,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1947-N006,D0204,GIBSON PARK,STAFFORD,MAINS POWER,2,153.0148477,-27.41162707
497986.1136,6943006.001,572,100294931,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0117-N001,D2141,HINCHINBROOK CIRCUIT PARK,FOREST LAKE,MAINS POWER,1,152.9795855,-27.63701601
503440.7708,6971903.855,573,200500317,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2004-N032,D0228,7TH BRIGADE PARK,CHERMSIDE,MAINS POWER,1,153.0347964,-27.37612502
501454.9077,6970583.075,574,200500208,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1773-N007,D0214,HUXTABLE PARK,CHERMSIDE WEST,MAINS POWER,1,153.014715,-27.38805272
495237.0855,6956940.424,575,200500292,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2265-N004,D1515,AKUNA STREET PARK,KENMORE,MAINS POWER,1,152.9517741,-27.5112112
500616.6583,6966003.9,576,200511492,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1697-N003,D0127,SEDGLEY PARK,ALDERLEY,MAINS POWER,1,153.0062392,-27.42939447
502100.5057,6979191.965,577,200481856,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2508-N004,D0711,HAROLD KIELLY PARK,BALD HILLS,MAINS POWER,1,153.0212298,-27.31032957
507437.7454,6949956.945,578,200488240,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1613-N001,D0664,YIMBUN PARK,SUNNYBANK,MAINS POWER,1,153.0753523,-27.57424525
495988.9745,6953489.387,579,200483286,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0673-N003,D1845,ROCKS RIVERSIDE PARK,SEVENTEEN MILE ROCKS,MAINS POWER,2,152.9593758,-27.54236931
518141.6508,6957973.487,580,100276433,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1845-N005,D0065,TINGALPA CREEK RESERVE,CHANDLER,MAINS POWER,2,153.1836736,-27.50177191
502836.9995,6943058.838,581,200478787,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0417-N002,D1722,ALGESTER ROAD PARK (NO.515),PARKINSON,MAINS POWER,1,153.0287581,-27.63653752
502111.5459,6956171.479,582,200471182,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1453-N004,D0389,YERONGA MEMORIAL PARK,YERONGA,MAINS POWER,1,153.0213814,-27.5181599
503232.7885,6980387.458,583,200479016,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2317-N011,D1252,TINCHI TAMBA WETLANDS RESERVE,BALD HILLS,MAINS POWER,1,153.0326706,-27.29953421
505261.8611,6974633.626,584,200471345,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2069-N001,D1158,MULBEAM PARK,BOONDALL,MAINS POWER,2,153.0532012,-27.35147451
503870.0334,6943281.704,585,100295078,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2331-N001,D1338,LAKEWOOD AVENUE PARK,PARKINSON,MAINS POWER,2,153.039229,-27.63452297
505701.2143,6946539.61,586,200488466,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2472-N003,D0797,TRANQUIL PARK,SUNNYBANK HILLS,MAINS POWER,1,153.0577756,-27.60510479
498759.2544,6959179.34,587,200488582,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0287-N001,D2138,WHITMORE STREET PARK,TARINGA,MAINS POWER,1,152.9874394,-27.49100618
498099.9347,6968964.887,588,200488593,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1716-N013,D0208,TERALBA PARK,EVERTON PARK,MAINS POWER,1,152.9807801,-27.40266132
498324.379,6961832.149,589,200488600,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1365-N002,D0473,RAINWORTH PARK,BARDON,MAINS POWER,1,152.9830406,-27.46705622
497734.3971,6959649.343,590,200488637,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1381-N002,D0483,WESTBROOK PARK,TOOWONG,MAINS POWER,1,152.9770652,-27.48676169
516236.1175,6950359.324,591,200504044,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2633-N002,D0989,LEACROFT ROAD PARK,BURBANK,MAINS POWER,2,153.1644836,-27.57053568
508176.3037,6963779.725,592,200513027,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1713-N002,D0035,COLMSLIE RESERVE,MORNINGSIDE,MAINS POWER,2,153.0827413,-27.44944996
494624.684,6960997.592,593,200473812,BBQ - GAS SINGLE,BARBEQUE,B-RE-1901-N042,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,1,152.9455914,-27.47458099
494449.4094,6962026.929,594,200473814,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1901-N011,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,WOOD FIRED,1,152.943822,-27.46528744
501542.6331,6952684.301,595,200474055,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1641-N002,D0548,FAUNA PARADE PARK,ROCKLEA,WOOD FIRED,1,153.015625,-27.54964259
503357.5753,6964875.254,596,200517748,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1520-N003,D0502,FLYNN OVAL PARK,WINDSOR,MAINS POWER,1,153.0339744,-27.43957992
498643.1405,6947373.263,597,100280745,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1694-N006,D0580,D.J.SHERRINGTON PARK,INALA,MAINS POWER,2,152.9862507,-27.59759006
503358.7723,6971676.142,598,200520541,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2004-N018,D0228,7TH BRIGADE PARK,CHERMSIDE,MAINS POWER,2,153.0339678,-27.37818104
518236.7804,6964107.153,599,200521592,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1684-N006,D0518,GEORGE CLAYTON PARK,MANLY,MAINS POWER,2,153.1845445,-27.44639629
512799.2081,6959242.028,600,200521436,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0546-N003,D1865,SUMMIT STREET PARK,BELMONT,MAINS POWER,1,153.1295712,-27.49038049
508464.4893,6971997.762,601,100273508,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2594-N002,D1059,WILHELMINE KRUGER PARK,NUDGEE,MAINS POWER,1,153.0856004,-27.37525531
503230.5,6960200.699,602,200524096,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1557-N010,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,1,153.0327011,-27.48178211
503605.9047,6962008.897,603,100085059,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1837-N003,D0075,CAPTAIN BURKE PARK,KANGAROO POINT,MAINS POWER,2,153.0364957,-27.46545679
503361.6875,6960589.561,604,200524474,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1557-N013,D0680,KANGAROO POINT CLIFFS PARK,KANGAROO POINT,MAINS POWER,1,153.0340279,-27.47827116
489543.1252,6951259.714,605,200525320,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1671-N011,D0663,BOOKER PLACE PARK,BELLBOWRIE,MAINS POWER,2,152.894072,-27.56246409
506032.5493,6970273.79,606,100285556,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0014-N002,D0456,PLAISTED PLACE PARK,NORTHGATE,MAINS POWER,1,153.061015,-27.39083241
479833.1644,6953686.224,607,200526313,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0151-N008,D1939,MT CROSBY SPORTSGROUND,CHUWAR,MAINS POWER,1,152.7957512,-27.54044817
496546.8063,6961930.683,608,100115346,BBQ - GAS SINGLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N002,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,1,152.9650496,-27.4661633
493011.3729,6960537.866,609,200542964,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N037,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.9292589,-27.47872404
494228.4188,6961566.864,610,100293574,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N010,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.9415831,-27.46943998
510730.796,6958424.862,611,200548902,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1590-N002,D0723,CARINDALE RECREATION RESERVE,CARINDALE,MAINS POWER,2,153.1086392,-27.49777574
507308.0122,6959738.155,612,200548943,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1723-N006,D0113,PERTH STREET PARK,CAMP HILL,MAINS POWER,2,153.0739788,-27.48594213
507669.2859,6950184.452,613,200475866,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1633-N004,D0558,WHIPBIRD PARK,MACGREGOR,MAINS POWER,1,153.0776966,-27.57219005
519097.8236,6961109.094,614,200548865,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2351-N004,D1398,LOTA POINT PARK (ROAD RESERVE),LOTA,MAINS POWER,1,153.1933048,-27.4734508
498155.0078,6968998.548,615,200561124,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1716-N013,D0208,TERALBA PARK,EVERTON PARK,MAINS POWER,2,152.9813373,-27.40235749
514519.8783,6962889.755,616,200560176,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1676-N002,D0658,KIANAWAH ROAD PARK (NO.330),WYNNUM WEST,MAINS POWER,2,153.1469465,-27.45743167
493537.6346,6952700.152,617,200565734,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0547-N004,D1864,LORIKEET PARK,MOUNT OMMANEY,MAINS POWER,1,152.934544,-27.54948495
499896.8465,6973324.306,618,200570289,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2066-N004,D1258,COOLABAH CRESCENT PARK,BRIDGEMAN DOWNS,MAINS POWER,1,152.9989569,-27.36330535
504685.2829,6968932.784,619,200500750,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1987-N021,D0245,SHAW ESTATE PARK,WAVELL HEIGHTS,MAINS POWER,2,153.0473935,-27.40294441
497812.0363,6947121.292,620,200489064,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1692-N006,D0582,THRUSH STREET PARK,INALA,MAINS POWER,1,152.9778284,-27.59986373
503293.8924,6980382.027,621,200502693,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2317-N011,D1252,TINCHI TAMBA WETLANDS RESERVE,BALD HILLS,MAINS POWER,1,153.0332881,-27.2995831
510149.053,6975388.628,622,200501937,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1447-N008,D0438,NUDGEE BEACH RESERVE,NUDGEE BEACH,MAINS POWER,2,153.102608,-27.34463069
504013.3882,6954150.184,623,200507072,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1416-N014,D0545,TOOHEY FOREST PARK,NATHAN,MAINS POWER,1,153.040646,-27.53640369
501492.9899,6961534.501,624,100290255,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2061-N001,D1263,KURILPA POINT PARK,SOUTH BRISBANE,MAINS POWER,1,153.0151113,-27.46974359
494211.1623,6961443.218,625,200487648,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1901-N010,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,WOOD FIRED,1,152.9414079,-27.47055619
482093.1292,6952249.521,626,100286158,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0600-N002,D1897,ILLAWONG RESERVE,KARANA DOWNS,MAINS POWER,1,152.8186186,-27.55345024
496577.6604,6944308.556,627,200482225,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2099-N017,D1279,THE LAKE PARKLANDS,FOREST LAKE,MAINS POWER,1,152.965312,-27.62525399
504044.2562,6955274.244,628,100085121,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1524-N005,D0401,SANDY CREEK PARK,TARRAGINDI,MAINS POWER,1,153.0409548,-27.52625568
507764.2324,6957236.596,629,100085077,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1853-N012,D0056,WHITES HILL RESERVE,CAMP HILL,MAINS POWER,2,153.0786132,-27.50852354
493888.3647,6969021.344,630,100091903,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1750-N004,D0148,FERNY GROVE PICNIC GROUND PARK,FERNY GROVE,MAINS POWER,1,152.9381788,-27.40213924
496749.6649,6953853.387,631,100093434,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1891-N003,D0259,BIAMI YUMBA PARK,FIG TREE POCKET,MAINS POWER,2,152.9670811,-27.53908518
494484.6157,6961726.307,632,200542737,BBQ - GAS DOUBLE,BARBEQUE,B-RE-1901-N015,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.9441769,-27.4680016
499847.4578,6958444.517,633,100105970,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1915-N003,D0411,ST LUCIA PLAYGROUND PARK,ST LUCIA,MAINS POWER,1,152.9984557,-27.49764069
514887.6245,6959663.671,634,100107316,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-0459-N005,D1572,WAKERLEY PARK,WAKERLEY,MAINS POWER,2,153.1507078,-27.48655264
497140.4834,6961312.554,635,100132674,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N023,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.9710569,-27.47174514
504115.0754,6946671.258,636,200474253,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2420-N003,D0848,LORIKEET PARK (ALGESTER),ALGESTER,WOOD FIRED,1,153.0417013,-27.60392206
498570.5352,6946275.122,637,100117499,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0045-N003,D2043,BECCARIA PARK,DOOLANDELLA,MAINS POWER,1,152.9855136,-27.60750381
507703.8473,6970318.311,638,100118352,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1391-N002,D0457,PROGRESS PARK,NORTHGATE,MAINS POWER,1,153.0779187,-27.39042205
511043.5091,6950973.523,639,100125848,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2820-N002,D2228,KOOKABURRA CIRCUIT PARK,ROCHEDALE,MAINS POWER,2,153.1118732,-27.56504312
497144.3665,6961255.192,640,100132672,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1901-N023,D0249,MT COOT-THA RESERVE,MOUNT COOT-THA,BOTTLED GAS,2,152.9710961,-27.47226301
509188.7522,6944459.23,641,100135572,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2072-N011,D1247,KARAWATHA FOREST PARK,KARAWATHA,MAINS POWER,2,153.0931338,-27.62386681
509070.135,6944477.666,642,100135573,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-2072-N011,D1247,KARAWATHA FOREST PARK,KARAWATHA,MAINS POWER,2,153.0919314,-27.62370118
498444.6896,6949945.335,643,100265807,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0680-N003,D1837,WESTON PLACE PARK,OXLEY,MAINS POWER,1,152.984243,-27.5743696
499846.7188,6959344.506,644,100289648,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1908-N005,D0346,ORLEIGH PARK,WEST END,MAINS POWER,1,152.9984483,-27.48951562
493882.8613,6969018.54,645,200476345,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1750-N004,D0148,FERNY GROVE PICNIC GROUND PARK,FERNY GROVE,MAINS POWER,1,152.9381231,-27.40216453
510153.0138,6973366.809,646,100119695,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2060-N007,D1264,TUCKEROO PARK,NUDGEE BEACH,MAINS POWER,1,153.1026648,-27.36288389
504893.5483,6980116.249,647,200484402,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1872-N003,D0280,WAKEFIELD PARK,BRIGHTON,MAINS POWER,1,153.0494554,-27.30197781
511191.5251,6960082.717,648,100290203,BBQ - GAS DOUBLE (SOLAR IGNITION),BARBEQUE,B-RE-1408-N014,D0594,PORTER'S PADDOCK PARK,TINGALPA,BOTTLED GAS,2,153.1132883,-27.48280499
512190.7172,6958958.531,649,200470724,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1604-N007,D0640,MEADOWLANDS PICNIC GROUND PARK,TINGALPA,WOOD FIRED,1,153.1234141,-27.49294549
508747.004,6953227.23,650,100290894,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1500-N012,D0432,ABBEVILLE STREET PARK,UPPER MOUNT GRAVATT,MAINS POWER,2,153.0885928,-27.54471373
517107.3959,6965259.025,651,100304378,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1790-N005,D0002,GREENE PARK,WYNNUM,MAINS POWER,2,153.1730996,-27.43601187
495983.5744,6951931.99,652,100310164,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1928-N006,D0329,MONIER ROAD PARK (NOS.44-84),DARRA,MAINS POWER,2,152.9593159,-27.55642928
515553.7885,6964686.456,653,200482117,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1818-N004,D0003,PRIMROSE PARK,WYNNUM WEST,MAINS POWER,1,153.157387,-27.44119965
508626.6654,6977105.919,654,200471657,BBQ - WOOD SINGLE,BARBEQUE,B-RE-1875-N001,D0276,SANDGATE FORESHORES PARK,SANDGATE,WOOD FIRED,1,153.0872043,-27.32913718
499935.3551,6961892.422,655,200488793,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1376-N004,D0478,GREGORY PARK,MILTON,MAINS POWER,1,152.9993457,-27.4665131
501653.7103,6949545.925,656,200482207,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1629-N010,D0563,MORTIMER ROAD PARK,ACACIA RIDGE,MAINS POWER,1,153.0167544,-27.5779753
503423.2298,6971892.851,657,200482321,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2004-N032,D0228,7TH BRIGADE PARK,CHERMSIDE,MAINS POWER,1,153.034619,-27.37622442
509068.7963,6949531.406,658,200479261,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1614-N002,D0578,BOLTON STREET PARK,EIGHT MILE PLAINS,MAINS POWER,1,153.0918798,-27.57807699
514726.8072,6960623.649,659,200500152,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-0453-N003,D1582,BILL MCFARLANE PARK,WAKERLEY,MAINS POWER,1,153.1490682,-27.47788777
506266.7166,6978221.711,660,200500168,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1869-N016,D0284,SANDGATE SECOND LAGOON RESERVE,SANDGATE,MAINS POWER,1,153.0633426,-27.31907647
497312.7098,6953478.646,661,200500371,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1890-N003,D0260,FIG TREE POCKET RIVERSIDE RESERVE,FIG TREE POCKET,MAINS POWER,1,152.9727827,-27.54246955
498788.851,6964920.61,662,200511008,BBQ - WOOD DOUBLE,BARBEQUE,B-RE-1862-N002,D0161,DORRINGTON PARK,ASHGROVE,WOOD FIRED,2,152.9877447,-27.43917405
510732.0082,6958530.391,663,200500192,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1590-N008,D0723,CARINDALE RECREATION RESERVE,CARINDALE,MAINS POWER,1,153.1086505,-27.49682302
503784.6343,6965707.782,664,200501184,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1517-N003,D0505,WINDSOR PARK,WINDSOR,MAINS POWER,1,153.0382932,-27.43206271
493466.6678,6955709.932,665,200473375,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2410-N004,D0958,TWILIGHT STREET PARK,KENMORE,WOOD FIRED,1,152.9338415,-27.52231262
506866.5281,6978851.389,666,200481723,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1875-N014,D0276,SANDGATE FORESHORES PARK,SANDGATE,MAINS POWER,1,153.0694019,-27.31338874
500466.1381,6966091.432,667,200481736,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-1697-N007,D0127,SEDGLEY PARK,ALDERLEY,MAINS POWER,1,153.0047163,-27.42860429
498482.6745,6971068.648,668,200489554,BBQ - ELECTRIC SINGLE,BARBEQUE,B-RE-2579-N001,D1019,GUM NUT NOOK,MCDOWALL,MAINS POWER,1,152.9846543,-27.38366885
502021.1724,6950482.149,669,200478643,BBQ - WOOD SINGLE,BARBEQUE,B-RE-2164-N001,D1145,KERRY ROAD PARK,ARCHERFIELD,WOOD FIRED,1,153.0204758,-27.56952271
505415.6883,6968099,670,200480364,BBQ - ELECTRIC DOUBLE,BARBEQUE,B-RE-1387-N018,D0463,KALINGA PARK,CLAYFIELD,MAINS POWER,2,153.0547856,-27.41046917
